Estado,No cultivo,Cultivo,Tipo / Variedad,Unidad de medida,Superficie Sembrada (ha),Superficie Cosechada (ha),Superficie Siniestrada (ha),Producción,Rendimiento (udm/ha),PMR ($/udm),Valor Producción (miles de Pesos)
COAHUILA DE ZARAGOZA,2.00,Aceituna,Aceituna negra,Tonelada,15.00,15.00,0.00,18.30,1.22,7100.00,129.93
COAHUILA DE ZARAGOZA,3.00,Acelga,Acelga s/clasificar,Tonelada,10.00,10.00,0.00,178.77,17.88,5078.28,907.84
COAHUILA DE ZARAGOZA,4.00,Ajo,Ajo morado,Tonelada,1.50,1.50,0.00,24.78,16.52,24400.00,604.63
COAHUILA DE ZARAGOZA,5.00,Ajo,Ajo blanco,Tonelada,2.00,2.00,0.00,18.00,9.00,30000.00,540.00
COAHUILA DE ZARAGOZA,6.00,Alfalfa,Alfalfa verde s/clasificar,Tonelada,20072.45,20072.45,0.00,1620744.54,80.74,712.42,1154647.07
COAHUILA DE ZARAGOZA,7.00,Algodón hueso,Algodón hueso s/clasificar,Tonelada,19845.93,19845.93,0.00,95740.98,4.82,9987.07,956171.64
COAHUILA DE ZARAGOZA,8.00,Alpiste,Alpiste s/clasificar,Tonelada,1.00,1.00,0.00,1.48,1.48,7000.00,10.36
COAHUILA DE ZARAGOZA,9.00,Avena forrajera en verde,Avena forrajera en verde s/clasificar,Tonelada,21452.00,21392.00,60.00,555524.75,25.97,634.26,352345.07
COAHUILA DE ZARAGOZA,10.00,Brócoli,Brócoli,Tonelada,1.50,1.50,0.00,36.75,24.50,6000.00,220.50
COAHUILA DE ZARAGOZA,11.00,Calabacita,Calabacita criolla,Tonelada,24.00,24.00,0.00,192.26,8.01,7194.40,1383.20
COAHUILA DE ZARAGOZA,12.00,Calabacita,Calabacita italiana (zucchini),Tonelada,233.00,233.00,0.00,5646.70,24.23,4480.40,25299.48
COAHUILA DE ZARAGOZA,13.00,Calabaza,Calabaza criolla,Tonelada,8.00,8.00,0.00,150.56,18.82,7200.00,1084.03
COAHUILA DE ZARAGOZA,14.00,Cebada forrajera en verde,Cebada forrajera en verde s/clasificar,Tonelada,1268.00,1268.00,0.00,28693.94,22.63,900.81,25847.79
COAHUILA DE ZARAGOZA,15.00,Cebolla,Cebolla blanca,Tonelada,227.00,227.00,0.00,8039.76,35.42,4597.58,36963.44
COAHUILA DE ZARAGOZA,16.00,Chile verde,Chile verde poblano,Tonelada,76.00,76.00,0.00,1705.20,22.44,10887.90,18566.05
COAHUILA DE ZARAGOZA,17.00,Chile verde,Chile verde morrón (bell pepper),Tonelada,80.00,80.00,0.00,1454.00,18.18,11933.31,17351.04
COAHUILA DE ZARAGOZA,18.00,Chile verde,Chile verde jalapeño,Tonelada,294.00,294.00,0.00,6952.88,23.65,5347.99,37183.92
COAHUILA DE ZARAGOZA,19.00,Chile verde,Chile verde serrano,Tonelada,32.00,32.00,0.00,665.20,20.79,9064.02,6029.38
COAHUILA DE ZARAGOZA,20.00,Chile verde,Chile verde habanero,Tonelada,16.50,16.50,0.00,369.91,22.42,35159.69,13005.92
COAHUILA DE ZARAGOZA,21.00,Chile verde,Chile verde morrón (bell pepper),Tonelada,20.00,20.00,0.00,4225.80,211.29,16904.11,71433.39
COAHUILA DE ZARAGOZA,22.00,Chile verde,Chile verde morrón (bell pepper),Tonelada,39.00,39.00,0.00,3616.20,92.72,13708.45,49572.50
COAHUILA DE ZARAGOZA,23.00,Cilantro,Cilantro s/clasificar,Tonelada,13.00,13.00,0.00,212.15,16.32,7318.56,1552.63
COAHUILA DE ZARAGOZA,24.00,Ciruela,Ciruela del país,Tonelada,18.00,18.00,0.00,47.85,2.66,6588.19,315.25
COAHUILA DE ZARAGOZA,25.00,Coliflor,Coliflor s/clasificar,Tonelada,1.50,1.50,0.00,33.36,22.24,7083.00,236.29
COAHUILA DE ZARAGOZA,26.00,Dátil,Dátil s/clasificar,Tonelada,15.00,5.00,0.00,7.00,1.40,40000.00,280.00
COAHUILA DE ZARAGOZA,27.00,Durazno,Durazno criollo,Tonelada,78.00,77.00,0.00,107.39,1.39,8417.22,903.93
COAHUILA DE ZARAGOZA,28.00,Espárrago,Espárrago s/clasificar,Tonelada,155.00,104.00,0.00,852.80,8.20,59800.00,50997.44
COAHUILA DE ZARAGOZA,29.00,Frijol,Frijol pinto saltillo,Tonelada,144.00,144.00,0.00,104.98,0.73,9601.33,1007.95
COAHUILA DE ZARAGOZA,30.00,Frijol,Frijol flor de mayo,Tonelada,278.00,146.00,132.00,50.94,0.35,9100.00,463.55
COAHUILA DE ZARAGOZA,31.00,Frijol,Frijol pinto americano,Tonelada,1281.32,768.32,513.00,341.70,0.44,9321.85,3185.28
COAHUILA DE ZARAGOZA,32.00,Frijol,Frijol flor de junio,Tonelada,283.00,161.00,122.00,58.01,0.36,9000.00,522.09
COAHUILA DE ZARAGOZA,33.00,Frijol,Frijol pinto nacional,Tonelada,17.00,17.00,0.00,25.46,1.50,9587.90,244.11
COAHUILA DE ZARAGOZA,34.00,Granada,Granada roja,Tonelada,27.00,25.00,0.00,109.50,4.38,13050.00,1428.98
COAHUILA DE ZARAGOZA,35.00,"Hongos, setas y champiñones",Hongos chanpiñones,Tonelada,5.10,5.10,0.00,1636.44,320.87,30250.00,49502.31
COAHUILA DE ZARAGOZA,36.00,Maguey forrajero,Maguey forrajero s/clasificar,Tonelada,1815.00,1815.00,0.00,9881.66,5.44,502.25,4963.06
COAHUILA DE ZARAGOZA,37.00,Maíz forrajero en verde,Maíz forrajero en verde s/clasificar,Tonelada,22381.55,22381.55,0.00,947402.00,42.33,801.49,759331.20
COAHUILA DE ZARAGOZA,38.00,Maíz grano,Maíz grano amarillo,Tonelada,97.00,97.00,0.00,149.42,1.54,3861.35,576.96
COAHUILA DE ZARAGOZA,39.00,Maíz grano,Maíz grano blanco,Tonelada,19103.00,14242.00,4861.00,17545.07,1.23,3659.02,64197.76
COAHUILA DE ZARAGOZA,40.00,Manzana,Manzana golden delicious,Tonelada,1210.00,1203.00,0.00,6616.50,5.50,9091.77,60155.70
COAHUILA DE ZARAGOZA,41.00,Manzana,Manzana red delicious,Tonelada,135.00,135.00,0.00,702.00,5.20,9122.55,6404.03
COAHUILA DE ZARAGOZA,42.00,Manzana,Manzana red delicious,Tonelada,460.00,460.00,0.00,4416.00,9.60,9734.50,42987.55
COAHUILA DE ZARAGOZA,43.00,Manzana,Manzana golden delicious,Tonelada,3997.00,3677.00,0.00,36034.60,9.80,10309.74,371507.36
COAHUILA DE ZARAGOZA,44.00,Melón,Melón cantaloupe,Tonelada,4472.16,4472.16,0.00,154004.99,34.44,4084.22,628990.50
COAHUILA DE ZARAGOZA,45.00,Membrillo,Membrillo s/clasificar,Tonelada,12.00,12.00,0.00,326.64,27.22,10700.00,3495.05
COAHUILA DE ZARAGOZA,46.00,Nopal forrajero,Nopal forrajero s/clasificar,Tonelada,15569.60,14673.60,0.00,113388.78,7.73,413.96,46938.74
COAHUILA DE ZARAGOZA,47.00,Nopalitos,Nopalitos s/clasificar,Tonelada,2.00,2.00,0.00,90.00,45.00,5020.00,451.80
COAHUILA DE ZARAGOZA,48.00,Nuez,Nuez encarcelada (pecanera),Tonelada,21056.14,16140.41,0.00,18445.64,1.14,74361.87,1371652.23
COAHUILA DE ZARAGOZA,49.00,Papa,Papa alpha (blanca),Tonelada,395.00,395.00,0.00,14385.25,36.42,7829.76,112633.03
COAHUILA DE ZARAGOZA,50.00,Pastos y praderas,Pastos y praderas ballico,Tonelada,852.00,852.00,0.00,31009.29,36.40,486.88,15097.71
COAHUILA DE ZARAGOZA,51.00,Pastos y praderas,Pastos y praderas buffel,Tonelada,53638.00,52868.00,0.00,627338.64,11.87,552.98,346907.50
COAHUILA DE ZARAGOZA,52.00,Pastos y praderas,Pastos y praderas rye grass,Tonelada,1163.00,1163.00,0.00,29085.04,25.01,609.28,17720.87
COAHUILA DE ZARAGOZA,53.00,Pastos y praderas,Pastos y praderas bermuda,Tonelada,6077.75,5727.75,0.00,148245.57,25.88,535.40,79371.07
COAHUILA DE ZARAGOZA,54.00,Pepino,Pepino europeo,Tonelada,40.00,40.00,0.00,3068.00,76.70,4238.53,13003.81
COAHUILA DE ZARAGOZA,55.00,Pepino,Pepino americano chino,Tonelada,16.00,16.00,0.00,2080.00,130.00,14525.96,30214.00
COAHUILA DE ZARAGOZA,56.00,Pepino,Pepino europeo,Tonelada,79.80,79.80,0.00,9404.32,117.85,6323.87,59471.70
COAHUILA DE ZARAGOZA,57.00,Pepino,Pepino americano chino,Tonelada,13.00,13.00,0.00,1214.20,93.40,5418.35,6578.96
COAHUILA DE ZARAGOZA,58.00,Sandía,Sandía verde (jubilie),Tonelada,277.50,277.50,0.00,9327.06,33.61,3817.63,35607.22
COAHUILA DE ZARAGOZA,59.00,Sandía,Sandía charleston (gray),Tonelada,490.91,490.91,0.00,17044.48,34.72,1946.71,33180.64
COAHUILA DE ZARAGOZA,60.00,Sorgo escobero,Sorgo escobero s/clasificar,Tonelada,1043.50,1043.50,0.00,4046.30,3.88,4488.72,18162.69
COAHUILA DE ZARAGOZA,61.00,Sorgo forrajero en verde,Sorgo forrajero en verde s/clasificar,Tonelada,21680.74,21680.74,0.00,622845.96,28.73,659.58,410814.69
COAHUILA DE ZARAGOZA,62.00,Sorgo grano,Sorgo grano s/clasificar,Tonelada,1192.11,1192.11,0.00,3810.75,3.20,3808.01,14511.37
COAHUILA DE ZARAGOZA,63.00,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette,Tonelada,500.86,500.86,0.00,61673.73,123.14,6391.75,394203.32
COAHUILA DE ZARAGOZA,64.00,Tomate rojo (jitomate),Tomate rojo (jitomate) bola,Tonelada,5.00,5.00,0.00,1030.30,206.06,8671.59,8934.34
COAHUILA DE ZARAGOZA,65.00,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette,Tonelada,12.00,12.00,0.00,1800.00,150.00,6196.87,11154.37
COAHUILA DE ZARAGOZA,66.00,Tomate rojo (jitomate),Tomate rojo (jitomate) bola,Tonelada,45.00,45.00,0.00,7299.00,162.20,10557.74,77060.94
COAHUILA DE ZARAGOZA,67.00,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette,Tonelada,302.50,302.50,0.00,49776.69,164.55,6525.05,324795.50
COAHUILA DE ZARAGOZA,68.00,Tomate verde,Tomate verde s/clasificar,Tonelada,103.00,103.00,0.00,2296.90,22.30,5807.05,13338.21
COAHUILA DE ZARAGOZA,69.00,Trigo forrajero verde,Trigo forrajero verde s/clasificar,Tonelada,59.50,59.50,0.00,1314.71,22.10,802.69,1055.31
COAHUILA DE ZARAGOZA,70.00,Trigo grano,Trigo grano cristalino,Tonelada,1090.00,1090.00,0.00,4566.99,4.19,3639.29,16620.61
COAHUILA DE ZARAGOZA,71.00,Trigo grano,Trigo grano suave,Tonelada,1642.00,1642.00,0.00,6555.42,3.99,3928.55,25753.27
COAHUILA DE ZARAGOZA,72.00,Trigo grano,Trigo grano fuerte,Tonelada,3383.00,3383.00,0.00,12295.86,3.63,3488.49,42894.00
COAHUILA DE ZARAGOZA,73.00,Triticale forrajero en verde,Triticale forrajero en verde s/clasificar,Tonelada,965.90,965.90,0.00,36109.00,37.38,488.83,17651.32
COAHUILA DE ZARAGOZA,74.00,Uva,Uva fruta,Tonelada,68.80,68.80,0.00,928.76,13.50,14800.00,13745.65
COAHUILA DE ZARAGOZA,75.00,Uva,Uva industrial,Tonelada,582.50,559.00,0.00,4126.20,7.38,13543.80,55884.44
COLIMA,1.00,Agave,Agave mezcalero,Tonelada,1.40,0.00,0.00,0.00,0.00,0.00,0.00
COLIMA,2.00,Aguacate,Aguacate hass,Tonelada,811.50,744.50,0.00,7769.54,10.44,16878.79,131140.44
COLIMA,3.00,Ajonjolí,Ajonjolí s/clasificar,Tonelada,15.25,15.25,0.00,14.31,0.94,15934.54,228.02
COLIMA,4.00,Arándano,Arándano azul (blueberry),Tonelada,244.00,244.00,0.00,1609.02,6.59,59362.87,95516.05
COLIMA,5.00,Arroz palay,Arroz palay grueso milagro filipino,Tonelada,3407.33,3407.33,0.00,19275.52,5.66,3832.97,73882.57
COLIMA,6.00,Cacahuate,Cacahuate s/clasificar,Tonelada,155.33,155.33,0.00,203.57,1.31,14962.51,3045.92
COLIMA,7.00,Café cereza,Café cereza s/clasificar,Tonelada,2312.75,2303.75,0.00,2950.99,1.28,6408.29,18910.81
COLIMA,8.00,Café cereza,Café cereza,Tonelada,380.50,380.50,0.00,365.25,0.96,7530.77,2750.61
COLIMA,9.00,Calabacita,Calabacita italiana (zucchini),Tonelada,4.55,4.55,0.00,71.56,15.73,5251.41,375.79
COLIMA,10.00,Calabacita,Calabacita criolla,Tonelada,5.10,5.10,0.00,67.69,13.27,4782.51,323.73
COLIMA,11.00,Calabaza,Calabaza de castilla,Tonelada,12.00,12.00,0.00,205.20,17.10,3165.00,649.46
COLIMA,12.00,Camote,Camote s/clasificar,Tonelada,45.00,45.00,0.00,911.75,20.26,4313.21,3932.57
COLIMA,13.00,Caña de azúcar,Caña de azúcar industrial,Tonelada,13212.00,13212.00,0.00,1202474.69,91.01,743.99,894632.53
COLIMA,14.00,Caña de azúcar otro uso,Caña de azúcar forrajera s/clasificar,Tonelada,68.00,68.00,0.00,2563.60,37.70,576.21,1477.17
COLIMA,15.00,Carambolo,Carambolo s/clasificar,Tonelada,13.00,13.00,0.00,100.25,7.71,6524.51,654.08
COLIMA,16.00,Chile verde,Chile verde jalapeño,Tonelada,435.00,435.00,0.00,16134.90,37.09,4874.22,78645.03
COLIMA,17.00,Chile verde,Chile verde habanero,Tonelada,19.00,19.00,0.00,438.90,23.10,16724.85,7340.54
COLIMA,18.00,Chile verde,Chile verde serrano,Tonelada,32.20,32.20,0.00,763.04,23.70,7075.44,5398.85
COLIMA,19.00,Ciruela,Ciruela del país,Tonelada,48.00,48.00,0.00,146.22,3.05,4838.86,707.54
COLIMA,20.00,Coco fruta,Coco fruta s/clasificar,Tonelada,816.73,544.00,0.00,5398.64,9.92,4253.13,22961.11
COLIMA,21.00,Copra,Copra s/clasificar,Tonelada,14412.50,14320.50,0.00,19404.62,1.36,7556.95,146639.67
COLIMA,22.00,Copra,Copra,Tonelada,339.50,336.50,0.00,546.68,1.62,9871.09,5396.33
COLIMA,23.00,Durazno,Durazno criollo,Tonelada,7.50,7.50,0.00,35.70,4.76,8541.17,304.92
COLIMA,24.00,Elote,Elote s/clasificar,Tonelada,2406.20,2406.20,0.00,37413.92,15.55,2310.12,86430.69
COLIMA,25.00,Frambuesa,Frambuesa s/clasificar,Tonelada,1.50,1.50,0.00,21.60,14.40,27682.09,597.93
COLIMA,26.00,Frijol,Frijol bayo,Tonelada,4.00,4.00,0.00,3.84,0.96,9785.25,37.58
COLIMA,27.00,Guanábana,Guanábana s/clasificar,Tonelada,391.75,281.50,0.00,2832.49,10.06,7157.62,20273.88
COLIMA,28.00,Guayaba,Guayaba criolla,Tonelada,15.50,15.50,0.00,151.90,9.80,5637.56,856.35
COLIMA,29.00,Jaca (jackfruit),Jaca (jackfruit) s/clasificar,Tonelada,9.50,9.50,0.00,88.00,9.26,7267.55,639.54
COLIMA,30.00,Jamaica,Jamaica s/clasificar,Tonelada,24.00,24.00,0.00,13.44,0.56,39094.71,525.43
COLIMA,31.00,Jícama,Jícama s/clasificar,Tonelada,50.50,50.50,0.00,1275.43,25.26,3207.84,4091.37
COLIMA,32.00,Lima,Lima s/clasificar,Tonelada,10.75,10.75,0.00,116.08,10.80,3134.77,363.88
COLIMA,33.00,Limón,Limón agrio (mexicano),Tonelada,18486.35,18388.85,0.00,263054.26,14.31,6480.58,1704743.61
COLIMA,34.00,Limón,Limón persa,Tonelada,674.50,666.50,0.00,9703.55,14.56,7714.63,74859.26
COLIMA,35.00,Limón,Limón italiano,Tonelada,2.00,2.00,0.00,30.60,15.30,6672.62,204.18
COLIMA,36.00,Limón,Limón agrio (mexicano),Tonelada,44.00,42.00,0.00,591.78,14.09,8850.43,5237.51
COLIMA,37.00,Limón,Limón persa,Tonelada,38.00,38.00,0.00,497.04,13.08,7455.45,3705.66
COLIMA,38.00,Maíz forrajero en verde,Maíz forrajero en verde s/clasificar,Tonelada,963.42,963.42,0.00,23859.70,24.77,570.56,13613.44
COLIMA,39.00,Maíz grano,Maíz grano blanco,Tonelada,12593.27,12593.27,0.00,51075.24,4.06,3788.31,193488.64
COLIMA,40.00,Mamey,Mamey s/clasificar,Tonelada,60.50,48.50,0.00,309.00,6.37,5079.93,1569.70
COLIMA,41.00,Mango,Mango manila,Tonelada,957.07,906.75,0.00,13307.82,14.68,4047.20,53859.42
COLIMA,42.00,Mango,Mango ataulfo,Tonelada,1471.26,1307.59,0.00,17767.04,13.59,5840.37,103766.17
COLIMA,43.00,Mango,Mango haden,Tonelada,727.89,702.54,0.00,11298.04,16.08,3643.52,41164.64
COLIMA,44.00,Mango,Mango kent,Tonelada,197.79,184.17,0.00,3172.66,17.23,1919.99,6091.49
COLIMA,45.00,Mango,Mango tommy atkins,Tonelada,555.94,512.60,0.00,9282.64,18.11,2698.46,25048.84
COLIMA,46.00,Mango,Mango criollo,Tonelada,178.50,176.50,0.00,2102.55,11.91,3337.67,7017.62
COLIMA,47.00,Mango,Mango keitt,Tonelada,44.88,33.00,0.00,544.68,16.51,1448.46,788.95
COLIMA,48.00,Mango,Mango haden,Tonelada,4.00,4.00,0.00,64.20,16.05,4365.42,280.26
COLIMA,49.00,Melón,Melón cantaloupe,Tonelada,225.50,225.50,0.00,10877.90,48.24,5076.59,55222.59
COLIMA,50.00,Melón,Melón valenciano (honey dew),Tonelada,322.00,322.00,0.00,14172.20,44.01,5234.99,74191.36
COLIMA,51.00,Naranja,Naranja valencia,Tonelada,344.00,333.00,0.00,4742.81,14.24,1914.28,9079.05
COLIMA,52.00,Nopalitos,Nopalitos s/clasificar,Tonelada,15.75,15.75,0.00,353.84,22.47,2707.38,957.98
COLIMA,53.00,Papaya,Papaya maradol,Tonelada,3327.00,3327.00,0.00,190162.84,57.16,7062.47,1343019.53
COLIMA,54.00,Papaya,Papaya maradol,Tonelada,7.00,7.00,0.00,336.49,48.07,9646.56,3245.97
COLIMA,55.00,Papaya,Papaya maradol,Tonelada,25.00,25.00,0.00,1917.50,76.70,6765.77,12973.36
COLIMA,56.00,Pastos y praderas,Pastos y praderas bermuda,Tonelada,2071.00,2071.00,0.00,53193.55,25.68,481.50,25612.47
COLIMA,57.00,Pastos y praderas,Pastos y praderas estrella,Tonelada,15468.50,15468.50,0.00,313790.49,20.29,511.56,160523.59
COLIMA,58.00,Pastos y praderas,Pastos y praderas guinea,Tonelada,19394.82,19394.82,0.00,366414.96,18.89,464.76,170293.96
COLIMA,59.00,Pastos y praderas,Pastos y praderas llanero,Tonelada,32221.32,32221.32,0.00,573171.48,17.79,594.92,340988.37
COLIMA,60.00,Pepino,Pepino pickle,Tonelada,644.67,644.67,0.00,19803.12,30.72,4484.72,88811.38
COLIMA,61.00,Piña,Piña esmeralda,Tonelada,431.00,431.00,0.00,26327.73,61.09,7219.58,190075.03
COLIMA,62.00,Pitaya,Pitaya s/clasificar,Tonelada,2.50,2.50,0.00,8.18,3.27,15765.07,128.96
COLIMA,63.00,Plátano,Plátano manzano,Tonelada,38.50,38.50,0.00,851.91,22.13,4285.88,3651.19
COLIMA,64.00,Plátano,Plátano tabasco,Tonelada,1709.55,1709.55,0.00,66971.33,39.17,5606.75,375491.72
COLIMA,65.00,Plátano,Plátano dominico,Tonelada,5.00,5.00,0.00,56.75,11.35,4399.96,249.70
COLIMA,66.00,Plátano,Plátano macho,Tonelada,490.50,490.50,0.00,9153.09,18.66,6737.70,61670.73
COLIMA,67.00,Plátano,Plátano pera,Tonelada,11.50,11.50,0.00,121.33,10.55,4545.09,551.46
COLIMA,68.00,Plátano,Plátano enano gigante,Tonelada,2395.00,2395.00,0.00,84543.50,35.30,4286.07,362359.36
COLIMA,69.00,Plátano,Plátano enano gigante,Tonelada,1433.99,1433.99,0.00,46066.83,32.12,7606.18,350392.51
COLIMA,70.00,Sandía,Sandía charleston (gray),Tonelada,283.00,283.00,0.00,13584.00,48.00,2937.32,39900.49
COLIMA,71.00,Sandía,Sandía cambray (sangría),Tonelada,407.00,407.00,0.00,19561.00,48.06,4959.64,97015.58
COLIMA,72.00,Semilla de maíz grano,Semilla de maíz grano blanco,Tonelada,221.00,221.00,0.00,1370.20,6.20,9927.25,13602.32
COLIMA,73.00,Sorgo forrajero en verde,Sorgo forrajero en verde s/clasificar,Tonelada,455.92,455.92,0.00,11790.79,25.86,558.59,6586.25
COLIMA,74.00,Sorgo grano,Sorgo grano s/clasificar,Tonelada,338.50,338.50,0.00,1536.03,4.54,3415.78,5246.73
COLIMA,75.00,Tamarindo,Tamarindo s/clasificar,Tonelada,1950.80,1861.30,0.00,11438.99,6.15,6230.36,71269.01
COLIMA,76.00,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette,Tonelada,280.90,280.90,0.00,8612.08,30.66,5828.10,50192.08
COLIMA,77.00,Tomate rojo (jitomate),Tomate rojo (jitomate) cherry,Tonelada,119.05,119.05,0.00,12355.98,103.79,8869.86,109595.76
COLIMA,78.00,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette,Tonelada,26.63,26.63,0.00,3609.14,135.53,7334.02,26469.52
COLIMA,79.00,Tomate rojo (jitomate),Tomate rojo (jitomate) bola,Tonelada,1.73,1.73,0.00,255.85,147.89,8960.00,2292.42
COLIMA,80.00,Tomate verde,Tomate verde s/clasificar,Tonelada,447.79,447.79,0.00,8001.03,17.87,3866.80,30938.38
COLIMA,81.00,Toronja (pomelo),Toronja (pomelo) criolla,Tonelada,15.50,15.50,0.00,109.28,7.05,2505.23,273.77
COLIMA,82.00,Zapote,Zapote chico (chico zapote),Tonelada,87.50,87.50,0.00,650.21,7.43,4669.05,3035.86
COLIMA,83.00,Zarzamora,Zarzamora s/clasificar,Tonelada,147.00,147.00,0.00,1836.50,12.49,34045.93,62525.35
CHIAPAS,1.00,Aguacate,Aguacate criollo,Tonelada,169.76,146.80,0.00,769.59,5.24,5094.71,3920.83
CHIAPAS,2.00,Aguacate,Aguacate hass,Tonelada,3070.40,2169.90,0.00,15824.56,7.29,21098.19,333869.62
CHIAPAS,3.00,Ajonjolí,Ajonjolí s/clasificar,Tonelada,7956.40,7956.40,0.00,4141.88,0.52,15368.19,63653.22
CHIAPAS,4.00,Arroz palay,Arroz palay aztecas,Tonelada,381.00,381.00,0.00,637.64,1.67,4255.19,2713.28
CHIAPAS,5.00,Cacahuate,Cacahuate s/clasificar,Tonelada,7314.79,7314.79,0.00,15296.15,2.09,10055.22,153806.18
CHIAPAS,6.00,Cacao,Cacao s/clasificar,Tonelada,18420.30,17415.80,0.00,9862.76,0.57,35125.55,346434.83
CHIAPAS,7.00,Cacao,Cacao,Tonelada,6.00,6.00,0.00,7.20,1.20,33224.42,239.22
CHIAPAS,8.00,Café cereza,Café cereza robusta,Tonelada,257.00,257.00,0.00,364.94,1.42,5088.88,1857.14
CHIAPAS,9.00,Café cereza,Café cereza s/clasificar,Tonelada,241109.57,220109.92,0.00,339738.33,1.54,4580.82,1556280.27
CHIAPAS,10.00,Café cereza,Café cereza,Tonelada,11325.20,11192.20,0.00,27705.36,2.48,6103.17,169090.53
CHIAPAS,11.00,Café cereza,Café cereza arábiga,Tonelada,52.00,52.00,0.00,65.52,1.26,6848.88,448.74
CHIAPAS,12.00,Calabaza semilla o chihua,Calabaza semilla o chihua s/clasificar,Tonelada,1475.00,1475.00,0.00,742.34,0.50,28940.31,21483.55
CHIAPAS,13.00,Camote,Camote s/clasificar,Tonelada,5.50,5.50,0.00,31.74,5.77,4700.00,149.18
CHIAPAS,14.00,Caña de azúcar,Caña de azúcar industrial,Tonelada,34181.81,34178.06,0.00,3239984.35,94.80,794.86,2575338.09
CHIAPAS,15.00,Caña de azúcar otro uso,Caña de azúcar piloncillo s/clasificar,Tonelada,21.00,21.00,0.00,991.62,47.22,488.81,484.71
CHIAPAS,16.00,Cebolla,Cebolla blanca,Tonelada,220.33,220.33,0.00,4760.38,21.61,5994.47,28535.94
CHIAPAS,17.00,Chayote,Chayote s/clasificar,Tonelada,13.80,11.00,0.00,44.00,4.00,3999.16,175.96
CHIAPAS,18.00,Chile verde,Chile verde jalapeño,Tonelada,1835.75,1835.75,0.00,13165.96,7.17,2526.21,33259.95
CHIAPAS,19.00,Chile verde,Chile seco costeño,Tonelada,809.00,809.00,0.00,440.11,0.54,94171.46,41445.80
CHIAPAS,20.00,Chile verde,Chile verde habanero,Tonelada,70.40,70.40,0.00,1523.72,21.64,10284.89,15671.29
CHIAPAS,21.00,Chile verde,Chile verde habanero,Tonelada,14.05,14.05,0.00,513.83,36.57,17755.67,9123.40
CHIAPAS,22.00,Ciruela,Ciruela española,Tonelada,251.00,229.00,0.00,1131.80,4.94,9590.05,10854.01
CHIAPAS,23.00,Ciruela,Ciruela del país,Tonelada,2367.20,2322.00,0.00,13875.58,5.98,2726.32,37829.27
CHIAPAS,24.00,Col (repollo),Col (repollo) blanca,Tonelada,868.06,868.06,0.00,20215.73,23.29,2391.32,48342.33
CHIAPAS,25.00,Copra,Copra s/clasificar,Tonelada,870.00,870.00,0.00,797.90,0.92,5053.88,4032.49
CHIAPAS,26.00,Durazno,Durazno criollo,Tonelada,1394.00,1312.00,0.00,4767.99,3.63,7369.00,35135.29
CHIAPAS,27.00,Durazno,Durazno diamante,Tonelada,1174.22,1044.22,0.00,4854.87,4.65,8245.92,40032.88
CHIAPAS,28.00,Elote,Elote s/clasificar,Tonelada,773.50,773.50,0.00,16379.60,21.18,1489.73,24401.18
CHIAPAS,29.00,Frijol,Frijol negro veracruz,Tonelada,456.00,456.00,0.00,237.12,0.52,14018.31,3324.02
CHIAPAS,30.00,Frijol,Frijol otros negros,Tonelada,86020.61,86020.61,0.00,47599.08,0.55,12952.62,616532.63
CHIAPAS,31.00,Frijol,Frijol negro jamapa,Tonelada,2705.27,2705.27,0.00,1958.60,0.72,12857.20,25182.11
CHIAPAS,32.00,Frijol,Frijol otros de color,Tonelada,25430.98,25430.98,0.00,15422.60,0.61,12517.98,193059.78
CHIAPAS,33.00,Guayaba,Guayaba criolla,Tonelada,62.00,60.00,0.00,307.80,5.13,2856.49,879.23
CHIAPAS,34.00,Hule hevea,Hule hevea s/clasificar,Tonelada,6030.50,4956.50,0.00,11826.72,2.39,19587.91,231660.70
CHIAPAS,35.00,Limón,Limón persa,Tonelada,2671.20,2363.10,0.00,13497.80,5.71,3647.23,49229.52
CHIAPAS,36.00,Limón,Limón agrio (mexicano),Tonelada,84.65,58.25,0.00,374.53,6.43,4729.79,1771.45
CHIAPAS,37.00,Limón,Limón agrio (mexicano),Tonelada,59.00,59.00,0.00,233.05,3.95,2684.36,625.59
CHIAPAS,38.00,Litchi,Litchi s/clasificar,Tonelada,1.00,1.00,0.00,5.15,5.15,23300.00,120.00
CHIAPAS,39.00,Macadamia,Macadamia s/clasificar,Tonelada,700.00,688.00,0.00,255.58,0.37,26141.93,6681.36
CHIAPAS,40.00,Maíz grano,Maíz grano amarillo,Tonelada,84516.89,84516.89,0.00,131693.96,1.56,3850.06,507029.81
CHIAPAS,41.00,Maíz grano,Maíz grano de color,Tonelada,8402.00,8402.00,0.00,12622.79,1.50,3537.64,44654.94
CHIAPAS,42.00,Maíz grano,Maíz grano blanco,Tonelada,596903.40,579893.38,17010.02,1111102.76,1.92,3811.58,4235058.38
CHIAPAS,43.00,Mamey,Mamey s/clasificar,Tonelada,105.90,101.00,0.00,614.33,6.08,2360.02,1449.83
CHIAPAS,44.00,Mandarina,Mandarina criolla,Tonelada,51.90,49.00,0.00,245.59,5.01,1525.47,374.64
